Gene Symbol,Pearson,Spearman
LAMP1,0.636879356,0.649448579
SPHKAP,0.636879154,-0.079669164
PPIP5K2,0.636857629,0.608274016
APEH,0.636816782,0.652379229
PFKP,0.636754645,0.628693392
ITPRIP,0.636704484,0.669911226
CCDC50,0.636701902,0.614703539
MGARP,0.636680797,0.632000157
UNC93B1,0.636603368,0.625628168
WIPI1,0.636580561,0.670859719
ATRN,0.636539642,0.6539382
SEC11C,0.636452939,0.538154849
UROD,0.636434388,0.581912736
PHYHIPL,0.636426535,0.582098587
IKBKB,0.636402265,0.584690638
PLXNA2,0.636326333,0.707040087
EVA1A,0.636260943,0.656164425
BCAT2,0.636217413,0.588279985
AFAP1L1,0.63616384,0.735832103
IL36G,0.636161979,0.406237982
CARD10,0.636115095,0.707507386
SCARB1,0.63603371,0.569906432
CTDSPL,0.636009134,0.689511621
SLC22A18,0.635894946,0.623239128
GRAMD4,0.635854242,0.658577051
SMAP1,0.635812777,0.561612924
RCAN3,0.635784501,0.652941176
AUH,0.635776703,0.634777234
SRPX,0.635733334,0.690330827
CAP2,0.635733285,0.772066589
CTBP2,0.635714197,0.565745399
LTBP2,0.635612652,0.63470424
RCCD1,0.635532751,0.553072587
KHDRBS2,0.635526333,0.601750608
FYB,0.635487384,0.607569531
GALK2,0.635446433,0.610563124
AZGP1,0.635433469,0.599334066
RNF11,0.635380318,0.562563246
S100A3,0.635372912,0.688660444
GNG7,0.635371526,0.69790135
GYPC,0.635371168,0.669951864
CLEC11A,0.635354461,0.468948499
CALML4,0.635350248,0.494028121
AADAT,0.635301128,0.636352983
XK,0.635212599,0.709871892
MYH9,0.635187888,0.619724019
CNN2,0.635161083,0.579694598
APOBR,0.63514553,0.565446543
COL13A1,0.635083078,0.625321795
TNFRSF13C,0.635005841,0.512191684
SEPHS2,0.63491581,0.646316772
DLG5,0.634773417,0.640682244
TUBB2B,0.634748946,0.635687713
CARS2,0.634673192,0.612924611
ZNF114,0.634671287,0.676151024
VGLL3,0.634642354,0.807246377
TRNT1,0.634621628,0.631047829
ALPPL2,0.634621418,0.59522377
FAM102B,0.634521094,0.603018361
NT5C3B,0.634504161,0.618425895
MKRN2,0.634237882,0.619831413
RP2,0.634196745,0.629323185
PPIB,0.63417852,0.606925132
OXSM,0.634114008,0.568642445
SEMA4G,0.634047638,0.591834916
AKNA,0.634036612,0.529201164
ZNF552,0.634034055,0.670854916
VWA1,0.633992431,0.69680394
TRIM47,0.633982619,0.701230445
CHST10,0.633937571,0.760102302
ITGA10,0.633884345,0.338987688
WISP2,0.633866439,0.36551373
ELMO1,0.633839527,0.522966419
INPPL1,0.633833996,0.599708368
FAM57A,0.633780233,0.641569775
ITCH,0.633767351,0.572420965
CFLAR,0.633715026,0.646218487
BTN3A2,0.633690927,0.640918047
DUSP9,0.633561347,0.719045522
DUS3L,0.633452003,0.623743411
ACAT2,0.633431834,0.628133629
PCDHB11,0.633373235,0.624442832
RAB1A,0.633370526,0.528497639
LPAR1,0.633264166,0.720308362
SV2B,0.633081044,0.312763281
TTYH3,0.63307337,0.610860557
DOCK6,0.633065184,0.635239709
DUSP3,0.633029396,0.664398633
LAMP3,0.632977262,0.696844436
TMEM87A,0.632944646,0.609502111
RIPK1,0.632883883,0.636077004
MAPRE2,0.63283129,0.632411283
TAPBP,0.632817038,0.60710843
TENM2,0.632765851,0.570389321
RASGRP2,0.632763303,0.559897956
NSF,0.632709144,0.652090183
MS4A1,0.632662181,0.252257403
SPTBN2,0.632596852,0.683520352
NT5C3A,0.632575286,0.600726611
LRRC8E,0.632571304,0.746884968
LRRFIP2,0.632555204,0.619811673
MBLAC2,0.632398583,0.625645009
POU2AF1,0.632384247,0.341289291
TEX30,0.632345999,0.634333748
PADI2,0.632201805,0.590083055
DPP6,0.632071744,0.610622126
MMRN1,0.632043311,0.22844302
FGA,0.631986072,0.241053721
FMN1,0.631923738,0.661148213
PIGL,0.631787358,0.597938144
VWA5A,0.631621079,0.702346524
C4orf32,0.631592904,0.610225991
CSRNP2,0.631579543,0.440660475
MILR1,0.631531144,0.740998728
ISL2,0.631514288,0.68119133
ADH1C,0.631460746,0.468039943
TNRC6C,0.631381889,0.606134522
SULT1C2,0.631360903,0.607415953
MT1E,0.631316474,0.603926651
DCUN1D3,0.631293884,0.60333884
BACE1,0.631270893,0.725565775
BCL2L11,0.631139675,0.615634033
CXCL1,0.631060298,0.728413762
PTX3,0.631000464,0.684908434
GTF3A,0.630989404,0.618711951
GUCY1A3,0.630988233,0.592210308
FUCA2,0.6308346,0.512883251
RFFL,0.630798458,0.651789019
PHKA1,0.630797128,0.623117411
TPPP,0.63060651,0.69987095
FAM127A,0.630582317,0.601145872
WARS,0.630516137,0.629778844
SPRR1A,0.630514861,0.541374367
PCM1,0.630503816,0.611665966
ITGBL1,0.630493483,0.66782009
SRXN1,0.630449068,0.586197825
KCTD15,0.630439939,0.676416703
CABP1,0.630400723,0.216666667
TAPBPL,0.630396225,0.692695466
PKN2,0.630336867,0.599920571
POLB,0.630168733,0.635726858
HAGH,0.630047815,0.56401488
NTNG1,0.63001066,0.705837059
NPM3,0.629964956,0.603153192
STS,0.629958433,0.659759615
USP3,0.629883962,0.628022005
CYB5B,0.629845819,0.607534333
VPS26B,0.629761637,0.560301219
SCARA3,0.629724392,0.709734068
MT1X,0.629668606,0.459949115
RELB,0.629649739,0.599147309
TALDO1,0.629564228,0.605423735
SLC3A1,0.629549357,0.637267081
BPGM,0.629415766,0.578865661
AIDA,0.629409732,0.593234431
TNIK,0.62934581,0.684547995
BCL2,0.629299819,0.514014968
MANBAL,0.629298087,0.355401557
PGRMC2,0.629275413,0.641051894
PSG4,0.62923893,0.56034188
DNPH1,0.629080466,0.632299189
HEXA,0.62907085,0.632674715
FADS3,0.629066262,0.664870361
NOTCH1,0.629037209,0.606798234
SEMA4F,0.629013901,0.661569416
TMEM63A,0.629006595,0.621823954
CC2D1B,0.628903508,0.643342647
TMEM43,0.628886912,0.585597492
THNSL1,0.628847776,0.690585308
MMP16,0.628841758,0.583526384
KIAA1551,0.628838487,0.573502755
GGA2,0.628798474,0.592123364
ASNA1,0.628701166,0.651609613
SSBP4,0.628701021,0.667579132
MTSS1,0.628666758,0.64656128
GALNT14,0.62863977,0.703518952
MOCOS,0.628424014,0.731565481
CHCHD7,0.628371232,0.583624563
KLF3,0.628364357,0.622536372
RAB24,0.628337194,0.613260422
HOOK2,0.628333467,0.650661419
LRBA,0.628313961,0.628699972
ZNF597,0.628266842,0.629232374
TIMM21,0.62824346,0.635810517
FCGR1A,0.628173917,0.470528411
TMEM141,0.62816958,0.552117965
C21orf33,0.628166024,0.599406632
ZFP36L1,0.628149837,0.609915989
HBEGF,0.628129937,0.578392622
C17orf97,0.628043836,0.668893475
PXMP4,0.628043744,0.626212485
LY6K,0.628040987,0.70180237
PLD2,0.628018008,0.59541591
TXNDC12,0.627984744,0.591265859
ERCC6,0.627984525,0.625163165
TKT,0.627979678,0.640217419
RNASE6,0.627860156,0.691339558
THBS3,0.627811338,0.545571218
PSD4,0.627805476,0.739774777
HOXC12,0.627699473,0.428938106
DAAM1,0.627663268,0.622549268
CD72,0.627592708,0.341244771
STMN1,0.627542901,0.59957865
CNIH4,0.6275176,0.540187399
SPATA13,0.627476521,0.624134371
KLHL5,0.627438268,0.558046149
GLB1,0.62739739,0.634996487
PTPN12,0.627177521,0.608411019
TK2,0.627157721,0.573042292
PCSK2,0.627154387,0.303535074
TBX3,0.627151968,0.666985253
PCSK1N,0.627093172,0.701131883
TIMM50,0.627056351,0.535993345
METAP1,0.627044299,0.617010507
DCBLD1,0.627036607,0.73869392
CDC42EP5,0.627034193,0.768119901
SCUBE3,0.627017427,0.232820513
IFNAR2,0.626931043,0.562934881
NABP1,0.626903552,0.592429319
LAP3,0.626895147,0.632450762
PDE1C,0.626878672,0.566779121
PKD2,0.626836919,0.639622573
CHI3L1,0.626751276,0.433232822
HINT3,0.62668849,0.605292137
PCDHB2,0.626683494,0.706784236
PIPOX,0.626658399,0.363302613
ADCY6,0.626656199,0.607963074
IL13RA1,0.626633076,0.595116727
SAV1,0.626593206,0.654862739
GHDC,0.626579963,0.610669577
VIMP,0.626566978,0.612007182
TACC2,0.626553157,0.674206708
FCRLA,0.626542068,0.375421726
C3orf58,0.626511218,0.610715862
CD79B,0.626499904,0.271046713
SLC35C1,0.626494347,0.571394341
ASF1A,0.626402644,0.622728458
OGFRL1,0.626402584,0.675573505
ARF4,0.626397993,0.611609096
NIPSNAP3A,0.626293936,0.593581757
ZNF839,0.626291286,0.629197508
VRK1,0.626226027,0.619809558
SP4,0.626190809,0.582801026
FURIN,0.626171966,0.590771856
TPMT,0.626161884,0.617032831
TRUB1,0.626047525,0.594284398
CXXC5,0.62598913,0.72555205
LRCH4,0.625956064,0.588877583
COL9A3,0.625943113,0.646894067
FGFR2,0.625849933,0.644500672
PLA2G12A,0.625810198,0.594656975
NARS2,0.625806824,0.548789882
NOL3,0.6257931,0.566120455
MEF2A,0.625791756,0.607425644
FAM3A,0.625755565,0.600605588
MLEC,0.625717544,0.588611096
SPAG9,0.62567782,0.607826346
JOSD2,0.62565142,0.747173327
ADO,0.625556313,0.58493292
SLC24A5,0.625555929,0.578204451
MFF,0.625524996,0.555879277
EIF4ENIF1,0.625483426,0.622905411
DESI1,0.625286943,0.581391016
LPPR3,0.62521062,0.418745595
CAST,0.625184541,0.613927109
PLD4,0.625176857,0.396753303
DAB2IP,0.625153392,0.64650699
PF4,0.62514125,0.374444871
BBX,0.625102218,0.546240867
RHAG,0.625069787,0.592697866
UFC1,0.625020024,0.603093268
RAB18,0.624987464,0.595527768
APBB1,0.624914025,0.68439991
ITFG3,0.624903233,0.580594872
TMEM68,0.624878792,0.639869133
RUFY3,0.624819877,0.53140338
SEMA4C,0.624797245,0.641831026
SBSPON,0.624758117,0.486289355
PYCRL,0.624740571,0.597190139
TTC7B,0.624726803,0.579322463
MOV10,0.624632538,0.576682169
ABRACL,0.624566548,0.642415998
PCDHA13,0.624453965,0.630895184
NARS,0.624288368,0.611102207
SLC20A1,0.624264099,0.642679465
RCN2,0.624254196,0.635213624
IRAK4,0.624220961,0.617437262
CD81,0.624197489,0.644341364
CCBL2,0.624140687,0.625302618
SLC9A1,0.624063437,0.624634957
PDXP,0.623862384,0.622976615
RXRA,0.623856945,0.719058064
FZD2,0.623840233,0.716006185
TOB1,0.623775146,0.527717996
HSD17B13,0.623755912,0.308823529
CYP1A2,0.623734396,-0.025104822
MOSPD1,0.623711646,0.575302983
SDF2L1,0.623702031,0.619782299
DNTT,0.623694892,0.142644821
RIN2,0.623685622,0.698614937
N4BP2,0.623652418,0.676126348
NMNAT1,0.623649157,0.61589756
SLC7A8,0.62359561,0.542088907
EPG5,0.623544673,0.589763343
NSG2,0.623473781,0.565108685
SFXN1,0.623471808,0.606605301
NOVA1,0.623389202,0.669135533
TMEM165,0.623382476,0.631432754
SMIM1,0.623369268,0.723435945
SLC7A11,0.623353532,0.636984379
NPTN,0.623323374,0.60754764
EGFL7,0.623295632,0.675208271
HOXD13,0.623286952,0.669914655
APOL1,0.623283439,0.631948322
ZFYVE9,0.623242398,0.586898442
MOCS3,0.623149278,0.593512198
DSTN,0.623063372,0.619734829
C1orf21,0.623030186,0.783787531
ZBTB48,0.623016902,0.61735431
SLC17A5,0.623009283,0.628531244
SHC1,0.622876796,0.600490909
ANKRD2,0.622831787,0.691339377
CBX2,0.622822701,0.610914377
PURB,0.622815159,0.628670362
FCHSD1,0.622802355,0.564195383
PKN1,0.622800449,0.638981569
GLI2,0.622777469,0.685866247
CD2AP,0.622701175,0.582357351
ACSL3,0.622506686,0.578558621
PHLPP1,0.62249833,0.629353487
OSTF1,0.622453079,0.606566997
TBL1XR1,0.622435679,0.640130235
SQSTM1,0.622432917,0.598045998
TMEM106B,0.622362026,0.590519978
ATP8A1,0.622313027,0.643892554
APOO,0.622263102,0.631237472
LYSMD2,0.622257638,0.600961893
IPMK,0.622208536,0.655712523
SAA2,0.622119537,0.592686834
RNASEL,0.622049143,0.677807008
STAM,0.621994435,0.614072807
CA5B,0.621916202,0.515329634
TCF20,0.621893509,0.632471207
PGM3,0.621880362,0.588051568
PDIA6,0.621862675,0.602703643
FOLH1,0.621791667,0.404743434
HSDL1,0.621763986,0.573572216
A1CF,0.621654711,0.430857536
MOB3A,0.62146727,0.522528074
EPS15,0.62145532,0.537353509
SRGAP1,0.621399838,0.693740145
EML2,0.621391291,0.600219957
GYG1,0.621381853,0.579454901
CIRBP,0.621363368,0.578405403
TPST2,0.621311079,0.595122288
DNPEP,0.62130577,0.608274251
ABI3,0.621287813,0.638901867
LYPLA1,0.62127501,0.623951619
GOLGA4,0.621143679,0.601343949
DHRS4,0.621143495,0.555662845
PMS2CL,0.621090778,0.503710407
LAPTM4A,0.620941661,0.535504952
DHX32,0.620932912,0.49138463
TMEM189,0.620927757,0.607350557
RAB30,0.620897473,0.521520017
CNST,0.620892016,0.639881102
NPLOC4,0.620891457,0.613478499
NDUFA4L2,0.620860454,0.505277156
SURF4,0.620803304,0.575906913
NCCRP1,0.620772528,0.431688174
MB,0.620732427,0.710915716
USP28,0.62070736,0.622693679
ILVBL,0.620706819,0.548038596
NDRG4,0.620491856,0.61535882
ARHGAP1,0.620339431,0.582350301
NGLY1,0.620320503,0.577477634
ACYP2,0.620295954,0.620288013
DDX58,0.620209896,0.658261219
EMILIN3,0.620179481,0.6473486
SNTA1,0.61996747,0.587002441
GCG,0.619954122,0.289161879
PSTPIP1,0.619942795,0.447261085
SIRT1,0.619942534,0.61843882
MYO9B,0.619920566,0.622811919
TSTA3,0.619916856,0.586062787
SPARCL1,0.619900023,-0.106821107
TUSC1,0.619799697,0.740090583
SMAD2,0.619769152,0.597790556
CANX,0.619766374,0.593340415
FGFBP1,0.619757364,0.665043346
SIRT5,0.619682111,0.595695321
RAB5A,0.619632693,0.617270179
TMEM62,0.619541203,0.596668159
PARP9,0.61953926,0.682001565
KIAA1549L,0.619502801,0.611634056
CAMKK1,0.619484825,0.619696579
PDE4D,0.619429318,0.629524365
LRPAP1,0.619358531,0.622344943
JAK1,0.619329403,0.550448689
ERP29,0.619266817,0.606461953
PTPRM,0.61926202,0.734768613
PHACTR3,0.619135055,0.336577234
GNS,0.61904045,0.603833509
PRSS12,0.619024745,0.559781043
CAPN9,0.618989921,0.45
RFX5,0.618982133,0.581144765
GPR143,0.618913237,0.513815644
CAAP1,0.618876296,0.362675161
SPRR3,0.618870342,0.541073474
VCPIP1,0.618852704,0.586141511
FAM50A,0.618659519,0.596350964
TOP2B,0.618500148,0.517292738
C2orf54,0.618479836,0.660108453
PHLDB3,0.618443108,0.576306124
UNC5B,0.61842895,0.661951187
SNX30,0.618427234,0.597410801
NRSN2,0.618381474,0.602837226
STEAP2,0.618355329,0.683831469
CA5A,0.618288932,0.393121612
TMEM63B,0.618277441,0.590456291
DDHD1,0.6182201,0.532929777
ATP6V0D2,0.618153447,0.615515916
TC2N,0.618148146,0.708921086
PPP1R14A,0.618142974,0.66629477
CNIH1,0.618118573,0.585661964
MPZL1,0.618107757,0.529754874
SGSH,0.618105857,0.60545029
AFG3L2,0.618033105,0.599530006
DBT,0.61799564,0.586894442
RMND1,0.617981642,0.588901788
BBS4,0.617912442,0.600131224
SASH3,0.617906162,0.333252148
GNA11,0.617844296,0.492799216
TMEM101,0.617835801,0.425390133
MPC1,0.617797157,0.582540225
MEST,0.617796979,0.692214128
HOXB6,0.617739301,0.728014733
ESD,0.617737854,0.611047923
SOD3,0.617734676,0.674801387
TBCEL,0.617677295,0.493599616
PDZK1IP1,0.617665965,0.518185183
ILK,0.617617681,0.623779601
CLCN3,0.617616773,0.615414416
C10orf11,0.617590768,0.673664925
PTGIS,0.617554469,0.62206691
EPM2A,0.61738609,0.609104187
DNAJB6,0.617370305,0.590277696
PRRC2B,0.617334199,0.626847123
PGM1,0.617314698,0.592449305
TCP11L1,0.617236683,0.614677167
CRBN,0.617196646,0.606501902
ASCL1,0.617148007,0.244838823
NGEF,0.617143296,0.671677379
PAK1,0.617076463,0.597854476
CHL1,0.617000957,0.378823335
DYSF,0.616970413,0.624794554
AMDHD2,0.616906399,0.599254119
PPT1,0.616841079,0.562005184
TBC1D8,0.616807279,0.631373303
ABCC1,0.616732908,0.615978634
ETFDH,0.616715442,0.603524723
MOCS2,0.616544704,0.621598699
CLCC1,0.616509124,0.606401793
HLA-DMB,0.616475997,0.642457366
IL32,0.616415109,0.663615023
SRM,0.6163349,0.622587225
RNF150,0.6162112,0.47140975
AASDHPPT,0.616145503,0.59455958
SYAP1,0.615906869,0.620884435
HLA-DOA,0.61585963,0.589602619
NPTX1,0.615795207,0.474620741
VAMP7,0.615761941,0.541671817
CLPTM1L,0.615623327,0.576146845
CWF19L2,0.615515965,0.582717132
PSG5,0.615510338,0.543247863
NIPSNAP1,0.61547809,0.597364741
PEPD,0.615434182,0.599258114
SENP7,0.615414548,0.557858973
RAB2A,0.615400701,0.556883111
IMPDH1,0.615399821,0.60165062
MAP7D2,0.615327878,0.559066145
UBAC2,0.615257342,0.582237972
C19orf66,0.615249355,0.657018544
DDO,0.615226485,0.70884498
SEC24D,0.615213724,0.615345317
NCOA3,0.615166386,0.59746156
SPIRE1,0.615144236,0.627804539
PTPRS,0.615119132,0.585396335
CCDC109B,0.615096175,0.529279861
COCH,0.614998196,0.657684088
N4BP3,0.614984594,0.62530304
PDE3A,0.614934514,0.559032425
NAB1,0.614669233,0.557386352
NMRK1,0.614667447,0.572169849
TCEAL4,0.614626191,0.483582156
DAGLB,0.614604227,0.606735255
CCDC88C,0.614549171,0.64898305
CD34,0.614523453,0.518383642
HSPA4,0.614408697,0.607609444
FAM26E,0.61439379,0.564901217
C2CD4C,0.614345727,0.76976343
FAT2,0.61416642,0.404250269
IL15RA,0.614124162,0.671929692
YTHDF1,0.614003917,0.583240235
IRF2BP1,0.613922539,0.592940919
ADCY9,0.613920726,0.670673561
IRF2BP2,0.61381332,0.592240628
HEATR6,0.613691593,0.533428541
RAB1B,0.613629559,0.62212884
DLGAP1,0.613522853,0.531435021
SSX2IP,0.613512142,0.64507204
EDC3,0.613501503,0.576539055
NME4,0.613486177,0.730559501
SLC10A7,0.613480614,0.584001604
ARMCX5,0.613427317,0.550020322
CBX5,0.613337616,0.590719961
ACO2,0.613328017,0.604738248
TMEM87B,0.613242193,0.61838712
NECAP1,0.613209092,0.581947751
SH3RF1,0.613172855,0.5321179
EIF2AK4,0.613117443,0.602938111
GBAS,0.613107567,0.564824915
HS1BP3,0.61310094,0.623956084
DTNB,0.613054948,0.608235954
FSD1,0.612971152,0.790329149
MAN2A1,0.612926669,0.619587486
GKAP1,0.612872332,0.6073248
AMACR,0.612853412,0.540544892
CST6,0.612785175,0.604768811
SUB1,0.61275627,0.579979179
LIPH,0.612745724,0.578655788
CEBPE,0.612714938,0.353164849
MATN2,0.612640175,0.659682774
CERS6,0.612632982,0.548141531
PDK2,0.612590186,0.547121452
ACOX1,0.612530764,0.583813158
LDB3,0.612528581,0.391757401
SLC39A6,0.61237445,0.635389867
MFSD3,0.612373,0.577241167
CST1,0.612297796,0.529524231
CBFA2T2,0.612275595,0.557823976
TRIM55,0.612248937,0.572943162
CDC37L1,0.61214134,0.584865002
HMGN1,0.612092528,0.52758914
STK17B,0.611949225,0.57423281
MESDC2,0.611903401,0.586304834
PGD,0.611841909,0.60623659
MFSD11,0.611771026,0.569703173
HKDC1,0.61169833,0.550348618
DDI2,0.611608044,0.594952025
ZNF566,0.611518043,0.542443301
GOLT1B,0.611465316,0.621244966
MSI1,0.61144956,0.626747651
PRKCZ,0.611423187,0.672715552
PPP1R3G,0.611408411,0.548387596
HAPLN1,0.611346889,0.353620254
IGSF1,0.611327281,0.527040979
DIS3,0.611324169,0.578057607
TCEAL2,0.611106758,0.526201193
CERCAM,0.61109649,0.630035801
MORC3,0.611066607,0.584306653
IDNK,0.610811671,0.551119766
SOGA1,0.610803382,0.607855721
CDC37,0.610733864,0.608284591
SHMT1,0.610716593,0.576819407
SMARCA1,0.610651717,0.697855416
RFESD,0.610574973,0.559906487
PCDH17,0.610564392,0.142857143
KPNA3,0.610542593,0.615735177
DCLK1,0.610528685,0.61307418
SYCE1,0.610412686,0.258450688
FLAD1,0.610376723,0.585633682
GTPBP3,0.610367832,0.606873668
SYNJ2,0.610276342,0.655160638
GPA33,0.610196486,0.358710652
RBP7,0.610185343,0.660374982
DGKZ,0.610091216,0.51572451
NFAT5,0.610060378,0.593345578
RAB36,0.610047663,0.630812119
EPHA3,0.610044448,0.623008072
DERL1,0.609980321,0.550957966
PADI3,0.609948122,0.572031284
IDS,0.609943565,0.608562639
MINA,0.609933706,0.558763868
HDDC2,0.609931908,0.603992602
RSF1,0.609926875,0.569407596
MTM1,0.609901519,0.582682352
IDI1,0.609892981,0.598797519
FAM210A,0.609833347,0.531254787
CCDC102A,0.609732206,0.626303576
HARS2,0.609707032,0.578548986
ZNF259,0.609627278,0.557986262
ZNF74,0.609518446,0.482072829
LDLRAD3,0.609504915,0.522752497
TAGLN2,0.609497583,0.564598613
CHRNA1,0.609434237,0
MPZL2,0.609343241,0.695482179
BAZ2B,0.609304547,0.528608774
ARNT,0.609298682,0.520787059
ECSCR,0.609112231,0.500087041
LURAP1L,0.609110406,0.677948072
JMJD6,0.609092474,0.622544691
GTF2I,0.609090111,0.57112566
MPP5,0.609073929,0.587283127
ENOSF1,0.609048189,0.566437381
NARF,0.609014913,0.550378119
ANLN,0.608724312,0.60504539
GGA1,0.608718484,0.568689209
ZNF84,0.608688066,0.513431013
CD101,0.608686151,0.614035088
A2ML1,0.608671348,0.45193805
ADPRH,0.608663583,0.717101979
MYCBP2,0.608647192,0.533210038
USP19,0.608642001,0.61795637
MID1IP1,0.608588698,0.575706695
SH2D2A,0.608531482,0.323552124
COL26A1,0.608333997,0.432063637
TMX4,0.608324399,0.561149614
CHCHD5,0.608287955,0.441780616
NR2F6,0.608278642,0.62376046
HEATR5A,0.608264929,0.584733764
KIF2A,0.608189626,0.578733224
SOSTDC1,0.608056015,0.369306948
CEP170B,0.608001708,0.609096271
HOXC13,0.607968604,0.646937404
PTGS2,0.607875223,0.633537237
C11orf84,0.60783507,0.592576909
FAM46A,0.60782407,0.694927009
HDLBP,0.607788672,0.544210022
TXNRD2,0.607785603,0.50332803
HOXC8,0.60774411,0.745421245
TFAP4,0.607564198,0.604969956
SLC2A6,0.607525501,0.656846969
KIF5C,0.607478211,0.623942668
FAM63B,0.607457203,0.600607958
FCHSD2,0.607444151,0.604386323
ATOX1,0.607434801,0.472203865
MLYCD,0.607431341,0.619829063
LIPE,0.607406845,0.626952009
TMEM163,0.607354634,0.492433772
B3GNT1,0.607347923,0.576059099
CROT,0.607316221,0.683728653
NAT8L,0.607270681,0.63201581
USP48,0.607262107,0.571878591
TCF7,0.607260232,0.60221519
CHST6,0.607259248,0.818803419
APOBEC2,0.607074338,0.531475748
STX17,0.607067815,0.605813831
TRMT6,0.607032185,0.558034201
PINX1,0.60702349,0.613169243
EVI5,0.606995516,0.60043126
DCTD,0.606953442,0.629865558
VEPH1,0.606926836,0.679074533
PDXK,0.606855609,0.617808792
ZNF525,0.606828845,0.742494715
BRMS1L,0.6067955,0.619154237
SACS,0.606745053,0.630513253
VDR,0.606732776,0.65203596
FHOD3,0.60671096,0.711067194
EPX,0.606703131,0.015384615
ATP2B2,0.606649969,0.419527124
WDR1,0.606605002,0.592562104
DOPEY2,0.606525182,0.624014976
DMBT1,0.606521729,0.398405682
TRPM4,0.606480745,0.62556076
SMIM20,0.606461496,0.615391758
NDST1,0.606457858,0.596784161
EXOC6B,0.606453095,0.542918007
TNFSF10,0.606437461,0.63927212
UBE2J1,0.606409036,0.513676837
SIGLEC10,0.606367272,0.014017094
RDH11,0.606272719,0.584997309
KDM3B,0.606228712,0.604356848
SLC39A1,0.606036583,0.548970743
CHMP7,0.605998305,0.593031628
WNK1,0.605909188,0.584168004
NAPA,0.605893339,0.603947953
ALDH1L1,0.605877917,0.504865238
C14orf159,0.605857248,0.572193957
SLC2A12,0.605849933,0.562271062
ZNF296,0.605842795,0.628343977
BTN3A1,0.605829717,0.609280263
SCAMP2,0.60581102,0.592570329
SLC1A3,0.605799603,0.607499465
HDAC7,0.605752302,0.569831725
PHF6,0.605692268,0.622508501
SMCHD1,0.605636654,0.579681438
ACCS,0.605633434,0.494017094
ANP32E,0.605563444,0.574731927
CCDC134,0.605560411,0.573505242
UBR7,0.605540345,0.583024508
GAS7,0.605467775,0.558623674
CLIP1,0.60538442,0.60795865
CHD3,0.605375446,0.582173928
PPP6R1,0.605366923,0.553922926
C1QTNF6,0.605335931,0.594634474
DENND3,0.605267111,0.613839165
RIN3,0.605214102,0.668899406
FAM60A,0.605210133,0.592179664
AKAP2,0.605203021,0.65389416
CCDC64B,0.605174529,0.684577355
GAS2L1,0.605135248,0.629305902
OSBPL7,0.605089107,0.48114457
HPGD,0.605063479,0.526218167
FIS1,0.605062231,0.620640508
TOB2,0.605046283,0.585104801
CD86,0.605017846,0.49330589
ECHDC2,0.60499267,0.678278366
PPP1R16A,0.604920194,0.558645737
PRKCI,0.604864835,0.523856852
RNMT,0.604859187,0.580137802
SLC39A14,0.60478773,0.583853101
PJA1,0.604712033,0.522778773
ZBTB38,0.604710234,0.582480242
PPME1,0.604650471,0.497173454
EMD,0.604649676,0.608971253
BPI,0.604484354,0.121597449
EBAG9,0.604342907,0.589909666
HENMT1,0.604287076,0.699401891
IFT88,0.604254618,0.368077279
BACE2,0.604253812,0.712934442
BRF2,0.604216761,0.616277056
DCP1A,0.604178215,0.628092504
ENTPD5,0.604151542,0.516911126
CCDC25,0.604109311,0.61297819
SCAMP1,0.6041013,0.587218973
WARS2,0.604071339,0.569421225
ZMYM2,0.604048021,0.604010462
CCDC71L,0.60404407,0.549489349
AGPAT3,0.603907403,0.495627326
ATP13A2,0.603889739,0.576484927
ATP8B2,0.603652306,0.672455452
PSME1,0.603616846,0.58032439
STAT5A,0.603584714,0.482966699
RAVER1,0.60336021,0.559766131
LIPA,0.603342167,0.580809437
SLC37A2,0.603305295,0.581617452
PIK3C2A,0.603237636,0.595582288
KLF4,0.60312774,0.644057926
EPHA1,0.603097929,0.759935
NAGA,0.603044319,0.597987014
SPTLC2,0.603000919,0.592985569
HAGHL,0.602964444,0.601009607
DSE,0.602956986,0.646124048
CXXC4,0.602926354,0.505003524
PCDHB16,0.602915327,0.54914361
FZD7,0.602904571,0.599204662
RFX7,0.602899083,0.613344939
STAT1,0.602877248,0.592709447
NENF,0.602808191,0.580522963
CGGBP1,0.602753167,0.569816491
PCCA,0.602715089,0.596025962
HHIP,0.602678705,0.689064559
MDH2,0.602596566,0.583548787
IQGAP1,0.60255733,0.61049615
FAM211A,0.602549452,0.532205182
QTRT1,0.602516719,0.577984053
PLCD1,0.602513183,0.581871431
RAB7A,0.602486456,0.556347157
GREM2,0.60239953,0.016666667
DDX43,0.602287207,0.65913822
ITM2C,0.602189035,0.611934574
WBP5,0.602039541,0.546230684
VAV2,0.602001702,0.6088225
TBC1D2B,0.601999779,0.602789283
TGDS,0.601989666,0.578839705
ELOVL1,0.601919588,0.586887247
AGR3,0.60186705,0.558336055
PEMT,0.601860912,0.573643947
B4GALNT1,0.601855327,0.716503192
MLH1,0.6018315,0.375821139
ACO1,0.601675532,0.537023573
C2orf44,0.601638579,0.605937273
GGACT,0.601617971,0.651879644
MMP2,0.601576998,0.637364626
DOLPP1,0.601450738,0.576422676
ABCD3,0.601391485,0.577341571
CRABP1,0.601389589,0.546813122
BMPR1A,0.601386238,0.537935597
ZNF704,0.601330948,0.669854665
ARMC6,0.601295546,0.600404195
GZMA,0.601275607,0.607485429
